-2.40785,0.743784,-3.14966
-2.39664,0.7385,-3.14016
-2.41781,0.784431,-3.19015
-2.43822,0.825085,-3.24338
-2.46533,0.865571,-3.30332
-2.48912,0.898848,-3.36689
-2.51999,0.931422,-3.45543
-2.55126,0.971036,-3.51362
-2.58833,1.00643,-3.59166
-2.60542,1.02737,-3.65454
-2.6595,1.07086,-3.74508
-2.68677,1.09042,-3.82052
-2.74202,1.12438,-3.9218
-2.78961,1.15297,-4.01019
-2.83327,1.18399,-4.08305
-2.87091,1.19862,-4.1648
2.5691,0.451591,2.16394
2.58122,0.515768,2.21454
2.57136,0.572912,2.25556
2.58131,0.6314,2.29457
-0.00190246,0.973138,-0.815352
-0.00224187,1.00707,-0.800542
-0.00312443,1.03844,-0.787001
-0.000946053,1.07038,-0.775059
-0.00145857,1.09839,-0.761868
0.000180486,1.13254,-0.755954
-0.00065761,1.15798,-0.756643
-0.000123827,1.18271,-0.74694
-0.000578216,1.20973,-0.734088
0.00103548,1.23154,-0.725344
-0.000212772,1.25441,-0.713584
1.24402e-05,1.2803,-0.703273
-0.000380935,1.30147,-0.691693
-0.00205665,1.31749,-0.679104
-0.000256187,1.3384,-0.668159
0.000346386,1.35783,-0.661241
-0.00187293,1.37639,-0.649718
-0.00622564,1.39337,-0.63774
-0.00341902,1.40818,-0.630746
-0.0021338,1.42224,-0.622284
-0.00137097,1.43514,-0.610953
-0.00303059,1.44652,-0.600351
-0.000902339,1.45793,-0.58954
-0.000386766,1.46886,-0.582543
-0.00234879,1.47906,-0.569845
-0.00250882,1.48877,-0.561225
-0.00133451,1.49781,-0.551931
-0.00377574,1.50625,-0.541127
-0.00281821,1.51288,-0.532221
-0.00171732,1.51929,-0.521176
-0.00186986,1.52621,-0.511497
-0.00215267,1.53069,-0.500957
-0.0013618,1.53669,-0.489548
-0.00125752,1.5409,-0.480673
-0.00193572,1.54385,-0.470761
-0.000985523,1.54622,-0.460078
7.66903e-05,1.54974,-0.450421
-0.00177086,1.55043,-0.441951
-0.00289681,1.55228,-0.429958
-0.000578989,1.55453,-0.420052
-0.000824664,1.55562,-0.410227
5.95129e-05,1.5546,-0.399728
-0.00117711,1.55541,-0.390494
-0.000157237,1.55368,-0.378044
0.000253804,1.55271,-0.370469
-0.000564272,1.55204,-0.358785
-0.00162417,1.54961,-0.347503
-0.00333018,1.54525,-0.338685
-0.00316373,1.54225,-0.32879
-0.00223216,1.53815,-0.320036
-0.00194999,1.5345,-0.309811
-0.000680552,1.52725,-0.298657
-0.00103551,1.52261,-0.288923
-0.00406863,1.51552,-0.280092
0.00125432,1.50664,-0.2706
-0.0011834,1.49928,-0.258317
-0.00258518,1.49209,-0.250081
-0.00441823,1.48343,-0.239703
-0.00247274,1.47067,-0.230844
-0.00249459,1.46037,-0.21866
-0.00197831,1.45051,-0.211955
-0.00276867,1.43263,-0.198181
-7.30042e-05,1.42028,-0.189823
-0.00277527,1.40721,-0.179123
-0.00579944,1.39422,-0.167898
-0.00142544,1.37914,-0.159232
0.00102253,1.35693,-0.149824
-0.000941911,1.34214,-0.140416
7.63056e-05,1.32267,-0.127936
-0.00194536,1.29943,-0.124652
-0.00333004,1.27996,-0.11072
-0.0046644,1.25902,-0.0990079
-0.0030654,1.23559,-0.0894401
-0.00656288,1.21302,-0.0769881
-0.00483396,1.18748,-0.0701901
-0.00370852,1.15955,-0.0581023
-0.00503801,1.13376,-0.0502145
-0.0010888,1.10416,-0.0387916
-0.00154927,1.07679,-0.0311528
-0.0031383,1.04555,-0.0115906
-0.00268356,1.0143,-0.00914881
-0.00522735,0.980345,-0.00192373
-0.00163564,0.945436,0.0137708
-0.00114299,0.908313,0.0196415
-0.00270362,0.87069,0.0292315
-0.000391477,0.832353,0.0430226
-0.0015134,0.797518,0.0514165
-0.00268329,0.757568,0.0602871
-0.00478923,0.712398,0.0690979
-0.00315229,0.67268,0.0834547
0.000364955,0.627131,0.0887548
-0.00206759,0.584622,0.104784
-0.0018724,0.536459,0.11519
-0.00299186,0.48893,0.124724
0.00104651,0.43549,0.135819
0.00500159,0.39915,0.157703
0.00489052,0.369758,0.183938
0.00597,0.333888,0.207551
0.00545398,0.304352,0.227286
0.00447961,0.271963,0.254794
0.0115564,0.237016,0.283022
0.0104187,0.204199,0.315379
0.00980482,0.237208,0.287028
0.00938579,0.266625,0.274119
0.00550492,0.298597,0.251503
0.00469423,0.326634,0.232742
-0.000913465,0.34103,0.258351
-0.00243533,0.390276,0.267613
0.00194115,0.439862,0.262837
-0.00276367,0.491342,0.282526
-0.00272894,0.532255,0.293058
0.000248013,0.578288,0.304631
-0.00324719,0.622539,0.313418
-0.0043516,0.665092,0.320436
-0.000999653,0.704427,0.332507
-0.00331932,0.743788,0.343759
-0.000796728,0.777253,0.353421
-0.00310893,0.810559,0.36054
-0.00334929,0.843494,0.374057
-0.00247873,0.876305,0.383055
-0.0029967,0.904272,0.394176
-0.00276251,0.93027,0.40062
-0.00228533,0.958859,0.410676
-0.00254989,0.984128,0.42211
0.72251,0.34327,-3.12204
-0.000979969,1.03195,0.447556
-0.00224005,1.05387,0.461086
-0.00376785,1.07335,0.469886
-0.00336242,1.09283,0.480493
-0.00237722,1.10878,0.482429
-0.00269779,1.12544,0.498101
-0.00117051,1.14011,0.50289
-0.00226844,1.15348,0.5143
-0.000819796,1.16508,0.524546
-0.00236799,1.17991,0.532143
-0.000542343,1.18931,0.54475
-0.00482039,1.19932,0.554447
-0.00343445,1.20696,0.563463
-0.00245895,1.2172,0.574145
-0.0023563,1.22251,0.584192
-0.0031953,1.23042,0.593187
-0.00358576,1.23499,0.602219
-0.00220282,1.24046,0.6105
-0.00241886,1.24401,0.62526
-0.00195773,1.24496,0.632897
-0.0042185,1.24841,0.642792
-0.00322789,1.2511,0.653493
-0.00300662,1.25167,0.662883
-0.00321775,1.25519,0.672666
-0.00232232,1.25431,0.683168
-0.00256164,1.25397,0.691981
-0.00217199,1.25311,0.702299
-0.00284435,1.25216,0.713607
-0.00318266,1.24981,0.723236
-0.00153074,1.25026,0.7343
-0.00166278,1.24637,0.742218
-0.00364116,1.2448,0.752509
-0.00153487,1.24122,0.762576
-0.00266468,1.23646,0.772848
-0.00278491,1.23112,0.787803
-0.00180636,1.22732,0.795052
-0.00173922,1.21957,0.805652
-0.00210583,1.21208,0.812281
-0.00239406,1.20428,0.823035
-0.00259806,1.19363,0.836242
-0.00200686,1.18519,0.845556
-0.00298307,1.17621,0.857555
-0.00451492,1.16292,0.864879
-0.00235607,1.15013,0.87991
-0.00247596,1.1364,0.884354
-0.00542136,1.1228,0.898604
-0.00240616,1.10267,0.907476
-0.00241462,1.08455,0.917965
-0.00440711,1.06555,0.932954
-0.00302302,1.0429,0.939617
-0.00453829,1.0221,0.949786
-0.00222665,0.99586,0.959135
-0.00239613,0.971771,0.960444
-0.0049491,0.942838,0.973845
-0.00244545,0.911901,0.984452
-0.00229425,0.882289,0.992778
0.00345773,0.847214,0.994442
0.379199,0.143645,-1.09704
0.683269,-0.461097,-0.623947
-0.00349962,0.743615,1.03233
-0.00231836,0.70276,1.04991
-0.000935861,0.660771,1.05479
-0.00124947,0.614613,1.07237
-0.000824498,0.571306,1.07764
-0.00269375,0.522198,1.0952
0.000589093,0.472997,1.10087
0.000446975,0.418253,1.10426
-0.000805637,0.364707,1.11936
-0.00170063,0.305643,1.13005
